X,M
10476,3225
10477,3393
10478,3561
10479,3729
10480,3897
10481,4064
10482,4232
10483,4399
10484,4566
10485,4732
10486,4899
10487,5065
10488,5231
10489,5397
10490,5562
10491,5727
10492,5892
10493,6057
10494,6221
10495,6385
10496,6549
10497,6712
10498,6875
10499,7038
10500,7200
10501,7362
10502,7524
10503,7685
10504,7846
10505,8006
10506,8166
10507,8325
10508,8485
10509,8643
10510,8801
10511,8959
10512,9116
10513,9273
10514,9430
10515,9585
10516,9741
10517,9896
10518,10050
10519,10204
10520,10357
10521,10510
10522,10662
10523,10814
10524,10965
10525,11115
10526,11265
10527,11414
10528,11563
10529,11711
10530,11858
10531,12005
10532,12151
10533,12297
10534,12442
10535,12586
10536,12730
10537,12872
10538,13015
10539,13156
10540,13297
10541,13437
10542,13576
10543,13715
10544,13853
10545,13990
10546,14126
10547,14262
10548,14397
10549,14531
10550,14664
10551,14797
10552,14928
10553,15059
10554,15189
10555,15319
10556,15447
10557,15575
10558,15702
10559,15828
10560,15953
10561,16077
10562,16200
10563,16323
10564,16444
10565,16565
10566,16685
10567,16803
10568,16921
10569,17038
10570,17154
10571,17270
10572,17384
10573,17497
10574,17609
10575,17721
10576,17831
10577,17940
10578,18049
10579,18156
10580,18263
10581,18368
10582,18472
10583,18576
10584,18678
10585,18779
10586,18880
10587,18979
10588,19077
10589,19174
10590,19271
10591,19366
10592,19460
10593,19552
10594,19644
10595,19735
10596,19825
10597,19913
10598,20001
10599,20087
10600,20172
10601,20256
10602,20339
10603,20421
10604,20502
10605,20581
10606,20660
10607,20737
10608,20813
10609,20888
10610,20962
10611,21034
10612,21106
10613,21176
10614,21245
10615,21313
10616,21379
10617,21445
10618,21509
10619,21572
10620,21634
10621,21695
10622,21754
10623,21812
10624,21869
10625,21925
10626,21980
10627,22033
10628,22085
10629,22136
10630,22185
10631,22234
10632,22281
10633,22327
10634,22371
10635,22414
10636,22456
10637,22497
10638,22537
10639,22575
10640,22612
10641,22647
10642,22682
10643,22715
10644,22747
10645,22777
10646,22806
10647,22834
10648,22861
10649,22886
10650,22910
10651,22933
10652,22954
10653,22974
10654,22993
10655,23010
10656,23026
10657,23041
10658,23055
10659,23067
10660,23078
10661,23087
10662,23096
10663,23103
10664,23108
10665,23112
10666,23115
10667,23117
10668,23117
10669,23116
10670,23114
10671,23110
10672,23105
10673,23099
10674,23091
10675,23082
10676,23072
10677,23060
10678,23047
10679,23033
10680,23017
10681,23000
10682,22982
10683,22962
10684,22941
10685,22919
10686,22895
10687,22870
10688,22844
10689,22816
10690,22787
10691,22757
10692,22726
10693,22693
10694,22659
10695,22623
10696,22586
10697,22548
10698,22509
10699,22468
10700,22426
10701,22382
10702,22338
10703,22292
10704,22244
10705,22196
10706,22146
10707,22095
10708,22042
10709,21989
10710,21934
10711,21877
10712,21820
10713,21761
10714,21701
10715,21639
10716,21576
10717,21512
10718,21447
10719,21381
10720,21313
10721,21244
10722,21174
10723,21102
10724,21029
10725,20955
10726,20880
10727,20804
10728,20726
10729,20647
10730,20567
10731,20485
10732,20403
10733,20319
10734,20234
10735,20148
10736,20061
10737,19972
10738,19882
10739,19791
10740,19699
10741,19606
10742,19512
10743,19416
10744,19319
10745,19221
10746,19122
10747,19022
10748,18921
10749,18818
10750,18715
10751,18610
10752,18504
10753,18397
10754,18289
10755,18180
10756,18070
10757,17959
10758,17846
10759,17733
10760,17618
10761,17503
10762,17386
10763,17268
10764,17150
10765,17030
10766,16909
10767,16787
10768,16665
10769,16541
10770,16416
10771,16290
10772,16163
10773,16036
10774,15907
10775,15777
10776,15647
10777,15515
10778,15382
10779,15249
10780,15114
10781,14979
10782,14843
10783,14706
10784,14568
10785,14429
10786,14289
10787,14148
10788,14007
10789,13864
10790,13721
10791,13577
10792,13432
10793,13286
10794,13140
10795,12992
10796,12844
10797,12695
10798,12546
10799,12395
10800,12244
10801,12092
10802,11939
10803,11785
10804,11631
10805,11476
10806,11320
10807,11164
10808,11007
10809,10849
10810,10691
10811,10532
10812,10372
10813,10211
10814,10050
10815,9889
10816,9726
10817,9563
10818,9400
10819,9236
10820,9071
10821,8906
10822,8740
10823,8574
10824,8407
10825,8239
10826,8071
10827,7903
10828,7734
10829,7564
10830,7394
10831,7224
10832,7053
10833,6882
10834,6710
10835,6538
10836,6365
10837,6192
10838,6019
10839,5845
10840,5670
10841,5496
10842,5321
10843,5145
10844,4970
10845,4794
10846,4618
10847,4441
10848,4264
10849,4087
10850,3909
10851,3732
10852,3554
10853,3375
10854,3197
10855,3018
10856,2839
10857,2660
10858,2481
10859,2301
10860,2122
10861,1942
10862,1762
10863,1582
10864,1402
10865,1221
10866,1041
10867,860
10868,680
10869,499
10870,318
10871,138
10872,-43
10873,-224
10874,-405
10875,-586
10876,-767
10877,-947
10878,-1128
10879,-1309
10880,-1490
10881,-1670
10882,-1851
10883,-2031
10884,-2212
10885,-2392
10886,-2572
10887,-2752
10888,-2932
10889,-3112
10890,-3292
10891,-3471
10892,-3650
10893,-3829
10894,-4008
10895,-4187
10896,-4365
10897,-4543
10898,-4721
10899,-4899
10900,-5076
10901,-5253
10902,-5430
10903,-5606
10904,-5782
10905,-5958
10906,-6133
10907,-6309
10908,-6483
10909,-6658
10910,-6832
10911,-7005
10912,-7178
10913,-7351
10914,-7524
10915,-7695
10916,-7867
10917,-8038
10918,-8208
10919,-8378
10920,-8548
10921,-8717
10922,-8885
10923,-9053
10924,-9221
10925,-9388
10926,-9554
10927,-9720
10928,-9885
10929,-10050
10930,-10214
10931,-10377
10932,-10540
10933,-10702
10934,-10864
10935,-11024
10936,-11185
10937,-11344
10938,-11503
10939,-11661
10940,-11818
10941,-11975
10942,-12131
10943,-12286
10944,-12441
10945,-12595
10946,-12748
10947,-12900
10948,-13051
10949,-13202
10950,-13352
10951,-13501
10952,-13649
10953,-13796
10954,-13943
10955,-14089
10956,-14233
10957,-14377
10958,-14520
10959,-14663
10960,-14804
10961,-14944
10962,-15084
10963,-15222
10964,-15360
10965,-15496
10966,-15632
10967,-15767
10968,-15901
10969,-16033
10970,-16165
10971,-16296
10972,-16426
10973,-16554
10974,-16682
10975,-16809
10976,-16934
10977,-17059
10978,-17182
10979,-17305
10980,-17426
10981,-17547
10982,-17666
10983,-17784
10984,-17901
10985,-18017
10986,-18132
10987,-18245
10988,-18358
10989,-18469
10990,-18579
10991,-18688
10992,-18796
10993,-18903
10994,-19008
10995,-19113
10996,-19216
10997,-19318
10998,-19418
10999,-19518
11000,-19616
11001,-19713
11002,-19809
11003,-19903
11004,-19997
11005,-20089
11006,-20179
11007,-20269
11008,-20357
11009,-20444
11010,-20529
11011,-20614
11012,-20697
11013,-20778
11014,-20859
11015,-20938
11016,-21016
11017,-21092
11018,-21167
11019,-21241
11020,-21313
11021,-21384
11022,-21454
11023,-21522
11024,-21589
11025,-21654
11026,-21719
11027,-21781
11028,-21843
11029,-21903
11030,-21961
11031,-22018
11032,-22074
11033,-22129
11034,-22181
11035,-22233
11036,-22283
11037,-22332
11038,-22379
11039,-22425
11040,-22469
11041,-22512
11042,-22554
11043,-22594
11044,-22632
11045,-22669
11046,-22705
11047,-22739
11048,-22772
11049,-22803
11050,-22833
11051,-22861
11052,-22888
11053,-22914
11054,-22938
11055,-22960
11056,-22981
11057,-23000
11058,-23018
11059,-23035
11060,-23050
11061,-23063
11062,-23075
11063,-23086
11064,-23095
11065,-23102
11066,-23108
11067,-23113
11068,-23116
11069,-23117
11070,-23117
11071,-23116
11072,-23113
11073,-23108
11074,-23102
11075,-23094
11076,-23085
11077,-23075
11078,-23063
11079,-23049
11080,-23034
11081,-23017
11082,-22999
11083,-22980
11084,-22959
11085,-22936
11086,-22912
11087,-22886
11088,-22859
11089,-22830
11090,-22800
11091,-22769
11092,-22736
11093,-22701
11094,-22665
11095,-22627
11096,-22588
11097,-22548
11098,-22506
11099,-22462
11100,-22417
11101,-22370
11102,-22322
11103,-22273
11104,-22222
11105,-22170
11106,-22116
11107,-22060
11108,-22004
11109,-21945
11110,-21886
11111,-21824
11112,-21762
11113,-21698
11114,-21632
11115,-21565
11116,-21497
11117,-21427
11118,-21356
11119,-21283
11120,-21209
11121,-21133
11122,-21057
11123,-20978
11124,-20899
11125,-20817
11126,-20735
11127,-20651
11128,-20566
11129,-20479
11130,-20391
11131,-20302
11132,-20211
11133,-20119
11134,-20025
11135,-19931
11136,-19834
11137,-19737
11138,-19638
11139,-19538
11140,-19437
11141,-19334
11142,-19230
11143,-19124
11144,-19018
11145,-18910
11146,-18801
11147,-18690
11148,-18579
11149,-18466
11150,-18351
11151,-18236
11152,-18119
11153,-18001
11154,-17882
11155,-17762
11156,-17640
11157,-17517
11158,-17393
11159,-17268
11160,-17142
11161,-17014
11162,-16886
11163,-16756
11164,-16625
11165,-16493
11166,-16359
11167,-16225
11168,-16090
11169,-15953
11170,-15815
11171,-15677
11172,-15537
11173,-15396
11174,-15254
11175,-15111
11176,-14967
11177,-14822
11178,-14676
11179,-14529
11180,-14381
11181,-14232
11182,-14082
11183,-13931
11184,-13779
11185,-13626
11186,-13472
11187,-13317
11188,-13161
11189,-13005
11190,-12847
11191,-12689
11192,-12529
11193,-12369
11194,-12208
11195,-12046
11196,-11883
11197,-11720
11198,-11555
11199,-11390
11200,-11224
11201,-11057
11202,-10890
11203,-10721
11204,-10552
11205,-10382
11206,-10212
11207,-10040
11208,-9868
11209,-9696
11210,-9522
11211,-9348
11212,-9174
11213,-8998
11214,-8822
11215,-8645
11216,-8468
11217,-8290
11218,-8112
11219,-7933
11220,-7753
11221,-7573
11222,-7392
11223,-7211
11224,-7029
11225,-6847
11226,-6664
11227,-6481
11228,-6297
11229,-6113
11230,-5928
11231,-5743
11232,-5558
11233,-5372
11234,-5186
11235,-4999
11236,-4812
11237,-4624
11238,-4437
11239,-4248
11240,-4060
11241,-3871
11242,-3682
11243,-3493
11244,-3303
11245,-3114
11246,-2923
11247,-2733
11248,-2543
11249,-2352
11250,-2161
11251,-1970
11252,-1779
11253,-1587
11254,-1396
11255,-1204
11256,-1012
11257,-820
11258,-628
11259,-436
11260,-244
11261,-52
11262,140
11263,333
11264,525
11265,717
11266,909
11267,1101
11268,1294
11269,1486
11270,1678
11271,1870
11272,2061
11273,2253
11274,2445
11275,2636
11276,2827
11277,3018
11278,3209
11279,3400
11280,3591
11281,3781
11282,3971
11283,4161
11284,4350
11285,4540
11286,4729
11287,4917
11288,5106
11289,5294
11290,5482
11291,5669
11292,5856
11293,6043
11294,6229
11295,6415
11296,6600
11297,6785
11298,6970
11299,7154
11300,7337
11301,7521
11302,7703
11303,7885
11304,8067
11305,8248
11306,8428
11307,8608
11308,8788
11309,8967
11310,9145
11311,9322
11312,9499
11313,9676
11314,9851
11315,10026
11316,10200
11317,10374
11318,10547
11319,10719
11320,10891
11321,11061
11322,11231
11323,11401
11324,11569
11325,11737
11326,11903
11327,12070
11328,12235
11329,12399
11330,12563
11331,12725
11332,12887
11333,13048
11334,13208
11335,13367
11336,13525
11337,13682
11338,13839
11339,13994
11340,14148
11341,14302
11342,14454
11343,14606
11344,14756
11345,14905
11346,15054
11347,15201
11348,15347
11349,15492
11350,15636
11351,15779
11352,15921
11353,16062
11354,16202
11355,16340
11356,16478
11357,16614
11358,16749
11359,16883
11360,17016
11361,17147
11362,17278
11363,17407
11364,17535
11365,17661
11366,17787
11367,17911
11368,18034
11369,18155
11370,18276
11371,18395
11372,18513
11373,18629
11374,18744
11375,18858
11376,18971
11377,19082
11378,19192
11379,19300
11380,19407
11381,19513
11382,19617
11383,19720
11384,19822
11385,19922
11386,20020
11387,20118
11388,20213
11389,20308
11390,20401
11391,20492
11392,20582
11393,20671
11394,20758
11395,20844
11396,20928
11397,21010
11398,21092
11399,21171
11400,21249
11401,21326
11402,21401
11403,21475
11404,21547
11405,21617
11406,21686
11407,21753
11408,21819
11409,21883
11410,21946
11411,22007
11412,22066
11413,22124
11414,22180
11415,22235
11416,22288
11417,22340
11418,22389
11419,22438
11420,22484
11421,22529
11422,22573
11423,22614
11424,22654
11425,22693
11426,22730
11427,22765
11428,22798
11429,22830
11430,22860
11431,22889
11432,22916
11433,22941
11434,22964
11435,22986
11436,23006
11437,23025
11438,23042
11439,23057
11440,23070
11441,23082
11442,23092
11443,23100
11444,23107
11445,23112
11446,23115
11447,23117
11448,23117
11449,23115
11450,23112
11451,23107
11452,23100
11453,23091
11454,23081
11455,23069
11456,23055
11457,23040
11458,23023
11459,23004
11460,22984
11461,22962
11462,22938
11463,22913
11464,22885
11465,22856
11466,22826
11467,22794
11468,22760
11469,22724
11470,22687
11471,22648
11472,22607
11473,22565
11474,22521
11475,22475
11476,22428
11477,22379
11478,22328
11479,22276
11480,22222
11481,22166
11482,22109
11483,22050
11484,21989
11485,21927
11486,21863
11487,21798
11488,21731
11489,21662
11490,21591
11491,21519
11492,21446
11493,21371
11494,21294
11495,21215
11496,21135
11497,21054
11498,20971
11499,20886
11500,20800
11501,20712
11502,20622
11503,20532
11504,20439
11505,20345
11506,20249
11507,20152
11508,20054
11509,19954
11510,19852
11511,19749
11512,19644
11513,19538
11514,19430
11515,19321
11516,19211
11517,19099
11518,18985
11519,18870
11520,18754
11521,18636
11522,18517
11523,18397
11524,18275
11525,18151
11526,18027
11527,17901
11528,17773
11529,17644
11530,17514
11531,17383
11532,17250
11533,17116
11534,16980
11535,16843
11536,16705
11537,16566
11538,16425
11539,16284
11540,16140
11541,15996
11542,15850
11543,15704
11544,15556
11545,15406
11546,15256
11547,15104
11548,14952
11549,14798
11550,14643
11551,14487
11552,14329
11553,14171
11554,14011
11555,13851
11556,13689
11557,13526
11558,13363
11559,13198
11560,13032
11561,12865
11562,12697
11563,12528
11564,12359
11565,12188
11566,12016
11567,11843
11568,11670
11569,11495
11570,11320
11571,11143
11572,10966
11573,10788
11574,10609
11575,10430
11576,10249
11577,10068
11578,9885
11579,9702
11580,9519
11581,9334
11582,9149
11583,8963
11584,8776
11585,8589
11586,8401
11587,8212
11588,8023
11589,7833
11590,7642
11591,7451
11592,7259
11593,7066
11594,6873
11595,6680
11596,6486
11597,6291
11598,6096
11599,5900
11600,5704
11601,5507
11602,5310
11603,5113
11604,4915
11605,4716
11606,4518
11607,4318
11608,4119
11609,3919
11610,3719
11611,3518
11612,3318
11613,3116
11614,2915
11615,2713
11616,2512
11617,2310
11618,2107
11619,1905
11620,1702
11621,1499
11622,1296
11623,1093
11624,890
11625,687
11626,483
11627,280
11628,76
11629,-127
11630,-331
11631,-535
11632,-738
11633,-942
11634,-1145
11635,-1349
11636,-1552
11637,-1756
11638,-1959
11639,-2162
11640,-2365
11641,-2568
11642,-2770
11643,-2973
11644,-3175
11645,-3377
11646,-3579
11647,-3780
11648,-3982
11649,-4183
11650,-4383
11651,-4584
11652,-4784
11653,-4983
11654,-5183
11655,-5382
11656,-5580
11657,-5779
11658,-5976
11659,-6174
11660,-6371
11661,-6567
11662,-6763
11663,-6959
11664,-7153
11665,-7348
11666,-7542
11667,-7735
11668,-7928
11669,-8120
11670,-8311
11671,-8502
11672,-8692
11673,-8882
11674,-9071
11675,-9259
11676,-9447
11677,-9634
11678,-9820
11679,-10005
11680,-10190
11681,-10374
11682,-10557
11683,-10739
11684,-10920
11685,-11101
11686,-11281
11687,-11459
11688,-11637
11689,-11814
11690,-11991
11691,-12166
11692,-12340
11693,-12514
11694,-12686
11695,-12858
11696,-13028
11697,-13197
11698,-13366
11699,-13533
11700,-13700
11701,-13865
11702,-14029
11703,-14192
11704,-14354
11705,-14515
11706,-14675
11707,-14834
11708,-14991
11709,-15148
11710,-15303
11711,-15457
11712,-15609
11713,-15761
11714,-15911
11715,-16060
11716,-16208
11717,-16355
11718,-16500
11719,-16644
11720,-16786
11721,-16928
11722,-17068
11723,-17206
11724,-17344
11725,-17480
11726,-17614
11727,-17747
11728,-17879
11729,-18010
11730,-18138
11731,-18266
11732,-18392
11733,-18517
11734,-18640
11735,-18762
11736,-18882
11737,-19000
11738,-19118
11739,-19233
11740,-19347
11741,-19460
11742,-19571
11743,-19681
11744,-19789
11745,-19895
11746,-20000
11747,-20103
11748,-20205
11749,-20305
11750,-20403
11751,-20500
11752,-20595
11753,-20688
11754,-20780
11755,-20870
11756,-20959
11757,-21045
11758,-21131
11759,-21214
11760,-21296
11761,-21376
11762,-21454
11763,-21530
11764,-21605
11765,-21678
11766,-21750
11767,-21819
11768,-21887
11769,-21953
11770,-22018
11771,-22080
11772,-22141
11773,-22200
11774,-22257
11775,-22312
11776,-22366
11777,-22418
11778,-22468
11779,-22516
11780,-22562
11781,-22607
11782,-22649
11783,-22690
11784,-22729
11785,-22766
11786,-22802
11787,-22835
11788,-22867
11789,-22896
11790,-22924
11791,-22950
11792,-22974
11793,-22997
11794,-23017
11795,-23035
11796,-23052
11797,-23067
11798,-23080
11799,-23091
11800,-23100
11801,-23107
11802,-23112
11803,-23116
11804,-23117
11805,-23117
11806,-23115
11807,-23110
11808,-23104
11809,-23096
11810,-23087
11811,-23075
11812,-23061
11813,-23046
11814,-23028
11815,-23009
11816,-22988
11817,-22964
11818,-22939
11819,-22912
11820,-22884
11821,-22853
11822,-22820
11823,-22786
11824,-22750
11825,-22711
11826,-22671
11827,-22629
11828,-22585
11829,-22540
11830,-22492
11831,-22443
11832,-22391
11833,-22338
11834,-22283
11835,-22226
11836,-22167
11837,-22107
11838,-22044
11839,-21980
11840,-21914
11841,-21846
11842,-21776
11843,-21705
11844,-21632
11845,-21556
11846,-21479
11847,-21401
11848,-21320
11849,-21238
11850,-21154
11851,-21068
11852,-20980
11853,-20891
11854,-20799
11855,-20707
11856,-20612
11857,-20515
11858,-20417
11859,-20318
11860,-20216
11861,-20113
11862,-20008
11863,-19901
11864,-19793
11865,-19683
11866,-19571
11867,-19458
11868,-19343
11869,-19227
11870,-19108
11871,-18989
11872,-18867
11873,-18744
11874,-18620
11875,-18493
11876,-18366
11877,-18236
11878,-18106
11879,-17973
11880,-17839
11881,-17704
11882,-17567
11883,-17428
11884,-17288
11885,-17147
11886,-17004
11887,-16860
11888,-16714
11889,-16567
11890,-16418
11891,-16268
11892,-16117
11893,-15964
11894,-15810
11895,-15654
11896,-15498
11897,-15339
11898,-15180
11899,-15019
11900,-14857
11901,-14694
11902,-14529
11903,-14363
11904,-14196
11905,-14028
11906,-13858
11907,-13687
11908,-13515
11909,-13342
11910,-13168
11911,-12992
11912,-12816
11913,-12638
11914,-12459
11915,-12279
11916,-12099
11917,-11917
11918,-11734
11919,-11549
11920,-11364
11921,-11178
11922,-10991
11923,-10803
11924,-10614
11925,-10425
11926,-10234
11927,-10042
11928,-9849
11929,-9656
11930,-9462
11931,-9267
11932,-9071
11933,-8874
11934,-8676
11935,-8478
11936,-8279
11937,-8079
11938,-7878
11939,-7677
11940,-7475
11941,-7273
11942,-7069
11943,-6865
11944,-6661
11945,-6456
11946,-6250
11947,-6044
11948,-5837
11949,-5630
11950,-5422
11951,-5213
11952,-5005
11953,-4795
11954,-4586
11955,-4375
11956,-4165
11957,-3954
11958,-3742
11959,-3531
11960,-3319
11961,-3106
11962,-2894
11963,-2681
11964,-2468
11965,-2254
11966,-2040
11967,-1826
11968,-1612
11969,-1398
11970,-1184
11971,-969
11972,-755
11973,-540
11974,-325
11975,-110
11976,105
11977,320
11978,535
11979,750
11980,965
11981,1180
11982,1395
11983,1609
11984,1824
11985,2038
11986,2253
11987,2467
11988,2681
11989,2895
11990,3108
11991,3322
11992,3535
11993,3748
11994,3960
11995,4172
11996,4384
11997,4596
11998,4807
11999,5018
12000,5228
12001,5438
12002,5648
12003,5857
12004,6065
12005,6274
12006,6481
12007,6688
12008,6895
12009,7101
12010,7306
12011,7511
12012,7715
12013,7918
12014,8121
12015,8323
12016,8525
12017,8725
12018,8925
12019,9124
12020,9323
12021,9521
12022,9717
12023,9914
12024,10109
12025,10303
12026,10497
12027,10689
12028,10881
12029,11072
12030,11261
12031,11450
12032,11638
12033,11825
12034,12011
12035,12196
12036,12379
12037,12562
12038,12744
12039,12924
12040,13104
12041,13282
12042,13459
12043,13635
12044,13810
12045,13984
12046,14156
12047,14327
12048,14497
12049,14666
12050,14834
12051,15000
12052,15165
12053,15328
12054,15490
12055,15651
12056,15811
12057,15969
12058,16125
12059,16281
12060,16435
12061,16587
12062,16738
12063,16888
12064,17036
12065,17182
12066,17327
12067,17471
12068,17613
12069,17754
12070,17892
12071,18030
12072,18166
12073,18300
12074,18432
12075,18563
12076,18693
12077,18820
12078,18946
12079,19070
12080,19193
12081,19314
12082,19433
12083,19551
12084,19667
12085,19781
12086,19893
12087,20003
12088,20112
12089,20219
12090,20324
12091,20428
12092,20529
12093,20629
12094,20727
12095,20823
12096,20917
12097,21009
12098,21100
12099,21188
12100,21275
12101,21360
12102,21443
12103,21524
12104,21603
12105,21680
12106,21755
12107,21828
12108,21900
12109,21969
12110,22036
12111,22102
12112,22165
12113,22226
12114,22286
12115,22343
12116,22399
12117,22452
12118,22503
12119,22553
12120,22600
12121,22645
12122,22688
12123,22729
12124,22768
12125,22806
12126,22841
12127,22873
12128,22904
12129,22933
12130,22960
12131,22984
12132,23007
12133,23027
12134,23046
12135,23062
12136,23076
12137,23088
12138,23098
12139,23106
12140,23112
12141,23116
12142,23117
12143,23117
12144,23114
12145,23109
12146,23102
12147,23094
12148,23082
12149,23069
12150,23054
12151,23037
12152,23017
12153,22995
12154,22972
12155,22946
12156,22918
12157,22888
12158,22856
12159,22822
12160,22785
12161,22747
12162,22707
12163,22664
12164,22619
12165,22573
12166,22524
12167,22473
12168,22420
12169,22365
12170,22308
12171,22249
12172,22187
12173,22124
12174,22059
12175,21991
12176,21922
12177,21851
12178,21777
12179,21702
12180,21624
12181,21545
12182,21463
12183,21380
12184,21294
12185,21207
12186,21118
12187,21026
12188,20933
12189,20838
12190,20740
12191,20641
12192,20540
12193,20437
12194,20332
12195,20225
12196,20117
12197,20006
12198,19894
12199,19779
12200,19663
12201,19545
12202,19426
12203,19304
12204,19180
12205,19055
12206,18928
12207,18799
12208,18669
12209,18536
12210,18402
12211,18266
12212,18129
12213,17990
12214,17849
12215,17706
12216,17562
12217,17416
12218,17268
12219,17119
12220,16968
12221,16815
12222,16661
12223,16506
12224,16348
12225,16190
12226,16029
12227,15868
12228,15704
12229,15539
12230,15373
12231,15205
12232,15036
12233,14865
12234,14693
12235,14520
12236,14345
12237,14169
12238,13991
12239,13812
12240,13632
12241,13450
12242,13267
12243,13083
12244,12898
12245,12711
12246,12523
12247,12334
12248,12144
12249,11952
12250,11760
12251,11566
12252,11371
12253,11175
12254,10978
12255,10780
12256,10581
12257,10380
12258,10179
12259,9977
12260,9774
12261,9570
12262,9365
12263,9159
12264,8952
12265,8744
12266,8535
12267,8326
12268,8115
12269,7904
12270,7692
12271,7480
12272,7266
12273,7052
12274,6837
12275,6622
12276,6406
12277,6189
12278,5972
12279,5754
12280,5535
12281,5316
12282,5096
12283,4876
12284,4655
12285,4434
12286,4212
12287,3990
12288,3768
12289,3545
12290,3321
12291,3098
12292,2874
12293,2650
12294,2425
12295,2200
12296,1975
12297,1750
12298,1524
12299,1299
12300,1073
12301,847
12302,621
12303,394
12304,168
12305,-58
12306,-284
12307,-511
12308,-737
12309,-963
12310,-1190
12311,-1416
12312,-1642
12313,-1868
12314,-2094
12315,-2319
12316,-2545
12317,-2770
12318,-2995
12319,-3220
12320,-3444
12321,-3668
12322,-3892
12323,-4116
12324,-4339
12325,-4562
12326,-4784
12327,-5006
12328,-5228
12329,-5449
12330,-5669
12331,-5889
12332,-6109
12333,-6328
12334,-6546
12335,-6764
12336,-6981
12337,-7197
12338,-7413
12339,-7628
12340,-7843
12341,-8057
12342,-8269
12343,-8482
12344,-8693
12345,-8904
12346,-9113
12347,-9322
12348,-9530
12349,-9738
12350,-9944
12351,-10149
12352,-10353
12353,-10557
12354,-10759
12355,-10961
12356,-11161
12357,-11360
12358,-11558
12359,-11755
12360,-11951
12361,-12146
12362,-12340
12363,-12532
12364,-12724
12365,-12914
12366,-13103
12367,-13290
12368,-13477
12369,-13662
12370,-13846
12371,-14028
12372,-14209
12373,-14389
12374,-14567
12375,-14744
12376,-14920
12377,-15094
12378,-15266
12379,-15438
12380,-15607
12381,-15776
12382,-15942
12383,-16107
12384,-16271
12385,-16433
12386,-16593
12387,-16752
12388,-16909
12389,-17065
12390,-17219
12391,-17371
12392,-17521
12393,-17670
12394,-17817
12395,-17963
12396,-18106
12397,-18248
12398,-18388
12399,-18526
12400,-18663
12401,-18798
12402,-18930
12403,-19061
12404,-19190
12405,-19318
12406,-19443
12407,-19566
12408,-19688
12409,-19808
12410,-19925
12411,-20041
12412,-20155
12413,-20266
12414,-20376
12415,-20484
12416,-20590
12417,-20693
12418,-20795
12419,-20895
12420,-20992
12421,-21088
12422,-21181
12423,-21272
12424,-21361
12425,-21449
12426,-21534
12427,-21616
12428,-21697
12429,-21776
12430,-21852
12431,-21926
12432,-21998
12433,-22068
12434,-22136
12435,-22201
12436,-22265
12437,-22326
12438,-22385
12439,-22441
12440,-22495
12441,-22548
12442,-22598
12443,-22645
12444,-22691
12445,-22734
12446,-22774
12447,-22813
12448,-22849
12449,-22883
12450,-22915
12451,-22944
12452,-22972
12453,-22996
12454,-23019
12455,-23039
12456,-23057
12457,-23073
12458,-23086
12459,-23097
12460,-23105
12461,-23112
12462,-23116
12463,-23117
12464,-23117
12465,-23114
12466,-23108
12467,-23100
12468,-23090
12469,-23078
12470,-23063
12471,-23046
12472,-23027
12473,-23005
12474,-22981
12475,-22955
12476,-22927
12477,-22896
12478,-22862
12479,-22827
12480,-22789
12481,-22748
12482,-22706
12483,-22661
12484,-22614
12485,-22564
12486,-22513
12487,-22459
12488,-22402
12489,-22344
12490,-22283
12491,-22220
12492,-22154
12493,-22086
12494,-22017
12495,-21944
12496,-21870
12497,-21793
12498,-21714
12499,-21633
12500,-21550
12501,-21464
12502,-21376
12503,-21286
12504,-21194
12505,-21100
12506,-21003
12507,-20905
12508,-20804
12509,-20701
12510,-20596
12511,-20489
12512,-20380
12513,-20268
12514,-20155
12515,-20039
12516,-19921
12517,-19802
12518,-19680
12519,-19556
12520,-19430
12521,-19302
12522,-19173
12523,-19041
12524,-18907
12525,-18771
12526,-18634
12527,-18494
12528,-18352
12529,-18209
12530,-18063
12531,-17916
12532,-17767
12533,-17616
12534,-17463
12535,-17309
12536,-17152
12537,-16994
12538,-16834
12539,-16672
12540,-16509
12541,-16344
12542,-16177
12543,-16008
12544,-15838
12545,-15666
12546,-15492
12547,-15317
12548,-15140
12549,-14961
12550,-14781
12551,-14600
12552,-14417
12553,-14232
12554,-14046
12555,-13858
12556,-13669
12557,-13478
12558,-13286
12559,-13093
12560,-12898
12561,-12702
12562,-12504
12563,-12306
12564,-12105
12565,-11904
12566,-11701
12567,-11497
12568,-11292
12569,-11086
12570,-10878
12571,-10669
12572,-10459
12573,-10248
12574,-10036
12575,-9823
12576,-9609
12577,-9394
12578,-9177
12579,-8960
12580,-8742
12581,-8522
12582,-8302
12583,-8081
12584,-7859
12585,-7637
12586,-7413
12587,-7188
12588,-6963
12589,-6737
12590,-6511
12591,-6283
12592,-6055
12593,-5826
12594,-5597
12595,-5367
12596,-5136
12597,-4905
12598,-4673
12599,-4441
12600,-4208
12601,-3974
12602,-3741
12603,-3506
12604,-3272
12605,-3037
12606,-2801
12607,-2566
12608,-2330
12609,-2094
12610,-1857
12611,-1620
12612,-1383
12613,-1146
12614,-909
12615,-671
12616,-434
12617,-196
12618,41
12619,279
12620,517
12621,755
12622,992
12623,1230
12624,1467
12625,1705
12626,1942
12627,2179
12628,2416
12629,2653
12630,2889
12631,3125
12632,3361
12633,3597
12634,3832
12635,4067
12636,4301
12637,4535
12638,4769
12639,5002
12640,5234
12641,5466
12642,5698
